st_abbrev,fips,population,income,hispanic,asian,black,white,foreign,college,density,vets,female,senior,children,st_cnty,state,winner,votes,fraction_votes,total_votes,voter_turnout
PA,42039,87175,42504,1.2,0.6,1.9,95.0,1.1,18.7,87.7,7843,51.1,18.3,21.4,PA_Crawford,Pennsylvania,Bernie Sanders,3683,0.5,7242,0.10569246295400363
PA,42041,243762,60826,3.4,3.8,3.8,87.5,5.3,32.5,431.6,20999,50.6,17.0,20.3,PA_Cumberland,Pennsylvania,Hillary Clinton,11997,0.514,23164,0.1192310120624168
PA,42043,271453,54066,8.3,3.7,18.7,68.2,6.0,28.5,510.6,20825,51.6,15.3,22.5,PA_Dauphin,Pennsylvania,Hillary Clinton,18397,0.569,32106,0.15261241089320637
PA,42045,562960,64041,3.5,5.4,21.2,68.6,9.3,35.0,3040.5,34153,52.0,15.0,22.4,PA_Delaware,Pennsylvania,Hillary Clinton,44775,0.597,74616,0.1708019027555381
PA,42047,31194,45767,0.8,0.4,0.5,97.6,1.0,14.9,38.6,2887,49.9,20.5,19.8,PA_Elk,Pennsylvania,Bernie Sanders,1791,0.528,3319,0.13266666634689164
PA,42049,278443,45202,3.8,1.4,7.6,85.5,4.0,24.8,351.1,21569,50.7,15.8,21.8,PA_Erie,Pennsylvania,Hillary Clinton,19511,0.518,37341,0.17149161367385518
PA,42051,134086,39115,1.1,0.4,4.8,92.3,0.9,14.0,172.8,12097,50.7,19.4,19.5,PA_Fayette,Pennsylvania,Hillary Clinton,9184,0.5770000000000001,15635,0.1448500234808049
PA,42055,152892,52637,5.0,1.1,3.9,89.0,3.5,19.3,193.7,13036,51.0,18.2,22.9,PA_Franklin,Pennsylvania,Hillary Clinton,4700,0.517,8973,0.07611995588860009
PA,42059,37843,44388,1.4,0.4,3.5,93.5,0.6,15.5,67.2,3657,48.1,17.1,19.1,PA_Greene,Pennsylvania,Hillary Clinton,2166,0.521,4038,0.1318961853552314
PA,42061,45750,44183,1.8,0.5,5.6,91.2,1.1,13.5,52.5,3902,46.9,18.7,18.8,PA_Huntingdon,Pennsylvania,Bernie Sanders,1664,0.5529999999999999,2966,0.07984064174001992
PA,42063,87706,43997,1.4,1.2,2.9,93.7,1.7,21.9,107.5,7074,49.9,17.1,18.3,PA_Indiana,Pennsylvania,Hillary Clinton,3915,0.507,7569,0.105629966991368
PA,42065,44638,41262,0.8,0.3,0.5,97.4,0.6,13.2,69.3,3802,50.2,19.4,21.2,PA_Jefferson,Pennsylvania,Bernie Sanders,1486,0.535,2690,0.0764753255915665
PA,42067,24796,46163,3.1,0.5,0.8,94.9,1.8,11.8,63.0,1659,50.1,19.8,22.6,PA_Juniata,Pennsylvania,Bernie Sanders,741,0.523,1379,0.07185246599330641
PA,42069,212719,46044,6.2,2.3,3.3,87.5,4.9,25.7,467.1,18091,51.7,18.8,20.0,PA_Lackawanna,Pennsylvania,Hillary Clinton,22971,0.565,40236,0.23643868201712115
PA,42071,533320,56483,9.8,2.2,4.8,83.2,4.5,24.2,550.4,34195,51.1,16.4,24.1,PA_Lancaster,Pennsylvania,Bernie Sanders,21202,0.515,40982,0.10124264964331618
PA,42073,88771,43546,1.2,0.5,4.1,92.5,1.4,19.6,254.4,7787,51.7,19.9,20.5,PA_Lawrence,Pennsylvania,Hillary Clinton,5842,0.5870000000000001,9814,0.13906178918847725
PA,42075,136359,54818,11.4,1.3,3.3,84.3,3.6,19.4,369.1,10979,50.9,18.4,22.9,PA_Lebanon,Pennsylvania,Hillary Clinton,4529,0.498,9011,0.08571065302947493
PA,42077,357823,54923,21.5,3.5,8.4,68.1,9.8,28.1,1012.5,23497,51.3,16.0,22.8,PA_Lehigh,Pennsylvania,Hillary Clinton,19767,0.524,37509,0.1357844173369706
PA,42079,318829,44402,9.1,1.2,4.9,85.1,5.2,21.0,360.4,28639,50.7,19.0,19.6,PA_Luzerne,Pennsylvania,Hillary Clinton,20530,0.52,39054,0.1523532265436069
PA,42081,116508,45430,2.0,0.6,4.7,90.9,1.4,18.8,94.5,10578,50.8,17.5,20.8,PA_Lycoming,Pennsylvania,Bernie Sanders,4717,0.545,8520,0.0923333655849878
PA,42083,42554,41834,2.1,0.6,2.6,93.7,1.2,15.1,44.4,4247,48.8,18.2,20.1,PA_McKean,Pennsylvania,Bernie Sanders,1167,0.527,2180,0.06411642884667544
PA,42085,114884,44301,1.3,0.7,5.9,90.6,1.3,20.5,173.4,10774,50.8,19.8,20.3,PA_Mercer,Pennsylvania,Hillary Clinton,6323,0.568,10938,0.11945932304111939
PA,42087,46552,40384,1.3,0.5,0.8,96.4,0.7,11.5,113.6,4045,50.9,20.3,22.6,PA_Mifflin,Pennsylvania,Bernie Sanders,1242,0.499,2443,0.06780225875051567
PA,42089,166314,57408,14.6,2.4,15.1,68.2,10.2,23.8,279.2,13411,50.6,15.1,21.3,PA_Monroe,Pennsylvania,Hillary Clinton,7901,0.5329999999999999,14696,0.11227824149598135
PA,42091,816857,79183,4.8,7.4,9.4,77.1,9.7,45.5,1655.9,50355,51.4,16.4,22.0,PA_Montgomery,Pennsylvania,Hillary Clinton,75333,0.59,127246,0.1997116967056626
PA,42093,18641,51482,2.4,2.8,1.6,92.4,3.6,26.8,140.3,1523,52.2,19.7,20.6,PA_Montour,Pennsylvania,Bernie Sanders,887,0.503,1732,0.11701948401434124
PA,42095,300654,60097,12.0,2.9,6.3,78.5,6.7,26.6,805.4,22090,50.9,17.4,20.7,PA_Northampton,Pennsylvania,Hillary Clinton,17804,0.512,34428,0.1444014721299748
PA,42097,93944,41208,3.1,0.5,2.6,93.1,1.3,14.0,206.2,9663,49.8,19.7,19.9,PA_Northumberland,Pennsylvania,Bernie Sanders,3547,0.5,6983,0.0927983978130037
PA,42099,45634,57375,1.7,0.5,0.8,95.9,1.2,15.5,83.4,4083,49.7,15.9,22.1,PA_Perry,Pennsylvania,Bernie Sanders,1751,0.562,3077,0.08655686144426579
PA,42101,1560297,37192,13.6,7.2,44.1,35.8,12.2,23.9,11379.5,74487,52.7,12.5,22.2,PA_Philadelphia,Pennsylvania,Hillary Clinton,212785,0.626,338473,0.2788284986274274
PA,42103,56191,59340,10.2,1.2,6.3,81.6,7.2,22.5,105.3,5570,49.8,20.3,19.8,PA_Pike,Pennsylvania,Hillary Clinton,2006,0.512,3890,0.08631941173564993
PA,42107,145797,45012,3.6,0.6,3.3,91.9,1.9,14.3,190.4,13883,48.9,19.3,19.5,PA_Schuylkill,Pennsylvania,Hillary Clinton,6533,0.513,12573,0.10712589107027354
PA,42109,40323,46513,2.2,0.7,1.2,95.2,1.1,16.7,120.8,2722,50.6,16.6,21.9,PA_Snyder,Pennsylvania,Hillary Clinton,1125,0.504,2205,0.070017197557381
PA,42111,76218,43597,1.4,0.3,2.8,94.8,0.7,14.5,72.4,6814,48.1,20.4,18.3,PA_Somerset,Pennsylvania,Bernie Sanders,3205,0.496,6317,0.10144514608663104
PA,42115,41920,48231,1.8,0.4,0.6,96.4,1.4,16.5,52.7,4032,49.6,20.0,19.7,PA_Susquehanna,Pennsylvania,Hillary Clinton,1680,0.505,3282,0.09749935832232182
PA,42117,42274,44187,1.3,0.5,0.9,96.1,1.1,19.1,37.0,4129,50.5,19.6,19.9,PA_Tioga,Pennsylvania,Bernie Sanders,1264,0.5529999999999999,2255,0.06659485644363856
PA,42119,44874,48528,5.7,1.6,7.7,84.6,3.9,21.2,142.2,3467,45.0,16.1,18.1,PA_Union,Pennsylvania,Hillary Clinton,1548,0.502,3067,0.08345168125887474
PA,42121,53529,41977,1.1,0.4,1.2,96.1,0.8,15.4,81.5,5260,50.8,19.9,20.3,PA_Venango,Pennsylvania,Bernie Sanders,2005,0.4970000000000001,3940,0.09235252421130417
PA,42123,40703,43764,0.9,0.4,0.5,97.1,1.3,17.9,47.3,4187,49.8,20.7,19.8,PA_Warren,Pennsylvania,Hillary Clinton,1753,0.514,3335,0.10216333230261201
PA,42125,208187,53693,1.5,0.9,3.2,92.8,1.7,25.6,242.5,18403,51.1,18.9,19.7,PA_Washington,Pennsylvania,Hillary Clinton,15390,0.5720000000000001,26403,0.15793708694012826
PA,42127,51401,49313,4.2,0.6,3.6,90.9,3.5,19.2,72.8,5172,46.9,20.7,17.6,PA_Wayne,Pennsylvania,Bernie Sanders,2010,0.517,3852,0.09094681585092504
PA,42129,359320,50736,1.1,0.9,2.5,94.3,1.5,25.3,355.4,33249,51.2,20.7,18.8,PA_Westmoreland,Pennsylvania,Hillary Clinton,24968,0.5429999999999999,45201,0.15492111810540876
PA,42131,28131,48482,1.8,0.5,0.9,95.6,1.3,17.4,71.2,2471,49.6,18.4,20.5,PA_Wyoming,Pennsylvania,Bernie Sanders,1168,0.503,2291,0.10244075952825382
PA,42133,440755,58745,6.5,1.5,6.5,84.8,3.4,22.0,481.1,34528,50.5,15.9,22.4,PA_York,Pennsylvania,Hillary Clinton,18445,0.507,35978,0.10519087035168216
RI,44003,165128,62279,4.2,2.5,1.9,90.0,5.9,30.0,985.9,13771,51.7,17.4,19.4,RI_Kent,Rhode Island,Bernie Sanders,10404,0.5922805419560515,17566,0.1319827325772274
RI,44009,126653,72138,3.0,2.1,1.4,91.3,4.3,43.5,385.7,9875,51.7,17.9,18.0,RI_Washington,Rhode Island,Bernie Sanders,9858,0.6163561335500812,15994,0.15400249539119082
SC,45001,24965,35947,1.2,0.4,28.3,68.8,1.0,12.2,51.8,1944,51.5,19.4,21.5,SC_Abbeville,South Carolina,Hillary Clinton,1501,0.818,1813,0.0925116819598393
SC,45003,164753,44509,5.4,0.9,25.1,67.0,3.4,24.0,149.5,14081,51.5,17.5,22.1,SC_Aiken,South Carolina,Hillary Clinton,6888,0.7020000000000001,9758,0.07603088131611373
SC,45005,9695,25252,2.9,0.6,72.9,23.3,1.4,15.0,25.5,622,46.1,16.3,19.5,SC_Allendale,South Carolina,Hillary Clinton,1022,0.908,1117,0.14312301596199617
SC,45007,192810,41579,3.5,0.9,16.6,77.7,2.5,19.3,261.6,14754,51.7,17.0,23.3,SC_Anderson,South Carolina,Hillary Clinton,5550,0.669,8241,0.05572563109226497
SC,45009,15182,31483,1.9,0.5,61.1,35.8,1.8,17.5,40.6,1329,51.8,18.3,20.1,SC_Bamberg,South Carolina,Hillary Clinton,1715,0.883,1919,0.15819735148450778
SC,45011,21959,35231,2.5,0.7,44.1,51.2,1.3,11.2,41.2,1535,52.3,15.9,25.3,SC_Barnwell,South Carolina,Hillary Clinton,1560,0.8740000000000001,1769,0.1078436733713243
SC,45013,175852,57316,11.4,1.4,19.1,67.1,10.3,37.6,281.5,18885,50.9,24.1,19.9,SC_Beaufort,South Carolina,Hillary Clinton,9945,0.733,13512,0.09592676715464085
SC,45015,198205,52427,6.1,2.5,25.1,63.9,5.8,21.3,161.8,20705,50.2,12.3,24.4,SC_Berkeley,South Carolina,Hillary Clinton,9471,0.72,13055,0.0871245352968821
SC,45017,14878,40704,3.2,0.3,41.9,53.5,2.0,16.9,39.8,1279,51.3,19.7,20.4,SC_Calhoun,South Carolina,Hillary Clinton,1536,0.861,1777,0.15004785994767492
SC,45019,381015,50792,5.1,1.6,28.6,63.4,5.4,39.4,382.3,31268,51.6,14.5,20.2,SC_Charleston,South Carolina,Hillary Clinton,26535,0.66,39955,0.13140932064555047
SC,45021,56024,34202,4.1,0.7,20.7,73.2,2.5,14.3,140.9,3620,51.5,15.2,23.9,SC_Cherokee,South Carolina,Hillary Clinton,1870,0.779,2384,0.055917465820449014
SC,45023,32337,33103,1.8,0.5,37.0,59.0,1.0,12.4,57.1,2641,51.5,16.7,23.0,SC_Chester,South Carolina,Hillary Clinton,1962,0.7959999999999999,2454,0.09855623548916063
SC,45025,46125,31252,3.9,0.6,32.5,61.3,2.3,12.6,58.5,3177,51.3,16.0,23.0,SC_Chesterfield,South Carolina,Hillary Clinton,2209,0.828,2655,0.07475451377890402
SC,45027,34113,31410,3.0,0.6,48.7,47.3,1.5,13.0,57.6,2909,50.7,19.8,20.4,SC_Clarendon,South Carolina,Hillary Clinton,3564,0.908,3901,0.14366235068285466
SC,45029,37771,33233,3.1,0.4,38.3,56.5,1.9,14.7,36.8,4023,52.1,18.6,23.0,SC_Colleton,South Carolina,Hillary Clinton,2932,0.825,3515,0.1208581998076584
SC,45031,67799,36323,2.0,0.5,41.2,55.3,1.9,17.0,122.4,4771,52.8,16.5,23.1,SC_Darlington,South Carolina,Hillary Clinton,4988,0.8190000000000001,6067,0.11636553400569354
SC,45033,31127,28817,2.5,0.3,46.6,46.8,2.5,8.2,79.2,2045,52.7,15.0,25.7,SC_Dillon,South Carolina,Hillary Clinton,1615,0.841,1907,0.08245644628455447
SC,45035,148469,53857,4.9,1.8,25.9,64.9,4.3,24.5,238.2,14715,51.2,11.7,25.5,SC_Dorchester,South Carolina,Hillary Clinton,6920,0.7020000000000001,9796,0.08856389743711215
SC,45037,26553,43861,5.7,0.4,36.9,56.2,4.6,17.2,53.9,2160,45.9,15.9,19.4,SC_Edgefield,South Carolina,Hillary Clinton,1474,0.818,1775,0.0829372669988456
SC,45039,22976,36120,1.9,0.3,58.8,37.8,1.8,15.5,34.9,2077,52.2,18.0,20.5,SC_Fairfield,South Carolina,Hillary Clinton,3260,0.8740000000000001,3700,0.20256302447399313
SC,45041,139231,41910,2.4,1.5,42.2,52.9,2.6,21.3,171.1,9328,53.2,15.0,24.2,SC_Florence,South Carolina,Hillary Clinton,9411,0.78,11995,0.11365671623830324
SC,45043,60773,40131,3.2,0.5,32.6,63.0,3.0,22.7,73.9,6091,52.4,24.1,20.0,SC_Georgetown,South Carolina,Hillary Clinton,4931,0.778,6277,0.12910749839566912
SC,45045,482752,49022,8.8,2.2,18.5,69.3,8.0,31.2,574.7,32427,51.4,14.3,23.5,SC_Greenville,South Carolina,Hillary Clinton,19807,0.6409999999999999,30772,0.08332401854639067
SC,45047,69520,36540,5.8,1.0,32.1,60.4,3.9,22.1,153.2,4988,53.2,17.1,23.1,SC_Greenwood,South Carolina,Hillary Clinton,3588,0.774,4571,0.08550177251103985
SC,45049,20405,34233,3.9,0.6,53.9,41.2,1.9,11.4,37.7,1347,48.4,15.8,22.5,SC_Hampton,South Carolina,Hillary Clinton,1930,0.88,2171,0.13728450490471183
SC,45051,298832,42431,6.1,1.2,13.7,77.2,6.7,22.7,237.5,27785,51.5,20.5,19.3,SC_Horry,South Carolina,Hillary Clinton,11294,0.672,16743,0.06942767807969287
SC,45053,27170,36413,13.9,0.8,44.1,41.0,9.1,12.5,37.8,1604,48.4,15.4,21.4,SC_Jasper,South Carolina,Hillary Clinton,2194,0.851,2549,0.11935968143280318
SC,45055,63161,43765,4.2,0.7,25.2,68.7,2.9,19.3,84.9,5443,51.5,16.4,23.6,SC_Kershaw,South Carolina,Hillary Clinton,3743,0.7709999999999999,4829,0.10007252304859408
SC,45057,83160,42217,5.0,0.9,22.7,70.2,3.1,18.7,139.6,6294,50.9,18.8,21.9,SC_Lancaster,South Carolina,Hillary Clinton,3332,0.73,4545,0.06997910326975627
SC,45059,66533,37383,4.4,0.4,26.0,68.3,2.5,14.5,93.2,4965,51.5,16.7,22.4,SC_Laurens,South Carolina,Hillary Clinton,2952,0.784,3751,0.07265211078108515
SC,45061,18343,27373,2.1,0.4,63.4,33.3,1.4,9.1,46.9,1131,47.8,16.1,20.7,SC_Lee,South Carolina,Hillary Clinton,2207,0.8759999999999999,2495,0.17152482961122162
SC,45063,277888,54061,5.8,1.7,15.2,75.7,4.9,28.7,375.4,23090,51.1,14.2,23.7,SC_Lexington,South Carolina,Hillary Clinton,8810,0.609,14394,0.06788708599536485
SC,45065,9846,40028,1.2,0.5,48.6,48.7,1.5,18.2,28.5,1155,44.9,29.8,12.8,SC_McCormick,South Carolina,Hillary Clinton,973,0.851,1135,0.13219637462798658
SC,45067,31933,29149,2.7,0.7,56.5,39.2,2.1,13.6,67.6,2124,53.8,17.1,23.4,SC_Marion,South Carolina,Hillary Clinton,3359,0.8540000000000001,3911,0.1598892720798663
SC,45069,27924,28297,3.2,0.4,51.0,39.9,1.9,8.7,60.3,1873,46.8,15.2,20.7,SC_Marlboro,South Carolina,Hillary Clinton,2132,0.89,2384,0.10766026250678973
SC,45071,37783,41718,7.5,0.7,31.3,60.0,5.4,18.9,59.5,2679,51.4,18.0,22.0,SC_Newberry,South Carolina,Hillary Clinton,2118,0.81,2587,0.0877819830788097
SC,45073,75192,41394,4.8,0.8,7.8,85.2,3.2,21.7,118.6,7307,50.5,21.6,20.4,SC_Oconee,South Carolina,Hillary Clinton,1960,0.596,3263,0.0545170527603439
SC,45075,90090,34110,2.1,1.0,62.2,33.6,2.0,18.6,83.6,6482,53.1,17.1,22.6,SC_Orangeburg,South Carolina,Hillary Clinton,11819,0.887,13279,0.1904354617532912
SC,45077,120368,41788,3.4,1.9,6.9,86.4,4.0,23.0,240.2,8483,50.2,15.2,19.7,SC_Pickens,South Carolina,Hillary Clinton,2499,0.555,4487,0.046422602069303785
SC,45079,401566,48359,5.1,2.7,46.9,44.1,5.2,36.1,507.9,33288,51.5,11.3,22.0,SC_Richland,South Carolina,Hillary Clinton,39243,0.758,51561,0.1646151470837824
SC,45081,20026,38514,14.9,0.3,26.2,58.0,9.4,12.4,43.9,1446,49.6,18.3,22.0,SC_Saluda,South Carolina,Hillary Clinton,1023,0.8370000000000001,1215,0.07778349683872504
SC,45083,293542,42919,6.4,2.3,21.0,69.0,6.4,21.3,351.9,20802,51.5,15.1,23.7,SC_Spartanburg,South Carolina,Hillary Clinton,10662,0.703,15109,0.06745916082054093
SC,45085,107919,41366,3.8,1.3,47.1,46.4,3.5,19.2,161.6,11981,51.8,14.5,24.6,SC_Sumter,South Carolina,Hillary Clinton,9816,0.866,11257,0.1383417954466931
SC,45087,27876,32556,1.2,0.3,31.7,65.4,0.7,12.9,56.3,2062,52.5,18.5,21.8,SC_Union,South Carolina,Hillary Clinton,1690,0.8340000000000001,2022,0.09275641230307842
SC,45089,32695,25849,2.3,0.4,65.1,31.5,1.4,12.2,36.8,2053,51.5,17.9,21.7,SC_Williamsburg,South Carolina,Hillary Clinton,4609,0.885,5166,0.2017954167128089
SC,45091,245346,53740,5.0,1.8,19.5,71.6,4.6,28.5,332.2,16892,51.7,13.1,24.7,SC_York,South Carolina,Hillary Clinton,8895,0.635,13953,0.07552550470799463
SD,46011,33314,46896,2.5,2.8,1.5,90.9,4.2,40.2,40.3,2034,49.0,10.5,19.7,SD_Brookings,South Dakota,Hillary Clinton,955,0.515,1856,0.06938021561845846
SD,46013,38408,51398,2.5,1.9,1.6,89.2,2.6,26.9,21.3,2556,50.7,16.0,23.7,SD_Brown,South Dakota,Hillary Clinton,1369,0.546,2507,0.08554765376260898
SD,46027,13932,38173,2.8,2.1,1.6,88.8,2.8,41.6,33.6,943,50.7,11.2,18.1,SD_Clay,South Dakota,Hillary Clinton,623,0.506,1232,0.10797254552637844
SD,46029,27938,47214,1.9,0.8,0.8,93.4,1.0,21.9,39.5,2360,49.9,15.5,24.4,SD_Codington,South Dakota,Hillary Clinton,828,0.562,1473,0.06974059340012521
SD,46065,17642,59338,2.8,0.7,1.0,83.3,1.1,32.0,23.0,1316,51.0,15.1,23.8,SD_Hughes,South Dakota,Hillary Clinton,528,0.519,1017,0.07565160805415137
SD,46081,24657,43273,3.2,0.7,1.0,91.3,2.2,29.1,30.1,2459,50.0,18.5,18.3,SD_Lawrence,South Dakota,Bernie Sanders,941,0.5720000000000001,1646,0.08170855669777102
SD,46083,51548,74751,1.8,1.3,1.3,93.7,2.3,39.4,77.7,2947,50.4,10.4,29.2,SD_Lincoln,South Dakota,Hillary Clinton,1436,0.555,2588,0.07091191184213584
SD,46093,26951,49324,4.1,0.9,1.9,88.0,1.5,19.6,7.3,3276,47.7,13.7,24.0,SD_Meade,South Dakota,Bernie Sanders,696,0.568,1226,0.05985521482456465
SD,46099,182882,52345,4.9,1.9,4.6,84.2,6.1,29.2,210.0,11855,49.8,12.2,25.1,SD_Minnehaha,South Dakota,Hillary Clinton,6018,0.532,11308,0.08255303028389437
SD,46103,108242,50833,4.9,1.2,1.6,80.4,2.0,27.8,36.4,11444,49.8,15.4,24.0,SD_Pennington,South Dakota,Bernie Sanders,3996,0.541,7380,0.08971126102427407
SD,46135,22684,52578,3.3,0.7,1.9,90.1,1.9,26.4,43.1,1706,48.1,17.5,21.1,SD_Yankton,South Dakota,Hillary Clinton,706,0.5489999999999999,1286,0.07185290425416127
TN,47001,75528,43620,2.5,1.4,4.2,89.9,3.0,23.5,222.8,7105,51.5,18.9,21.0,TN_Anderson,Tennessee,Hillary Clinton,2328,0.547,4173,0.06993801611339713
TN,47003,46627,40759,11.7,1.3,8.3,77.6,7.2,12.3,95.1,3106,50.9,14.4,26.2,TN_Bedford,Tennessee,Hillary Clinton,1208,0.6779999999999999,1731,0.050304082511947006
TN,47009,126339,45991,3.0,1.0,3.0,91.5,2.7,20.8,220.2,11723,51.5,18.4,21.1,TN_Blount,Tennessee,Hillary Clinton,2736,0.531,5098,0.05114290498381591
TN,47011,102975,41083,5.5,1.2,4.8,87.1,4.1,18.5,301.0,7200,51.3,15.8,22.4,TN_Bradley,Tennessee,Hillary Clinton,1644,0.552,2946,0.036867120685383045
TN,47019,56886,31842,1.7,0.4,1.6,95.1,1.0,15.8,168.3,5144,51.0,19.7,19.1,TN_Carter,Tennessee,Bernie Sanders,828,0.51,1602,0.034810366292405255
TN,47021,39764,52446,2.7,0.5,1.9,93.3,1.7,18.9,129.3,2762,50.2,13.2,23.6,TN_Cheatham,Tennessee,Hillary Clinton,1065,0.562,1866,0.06142260278048865
TN,47031,53623,37618,4.0,1.1,3.8,89.2,3.0,18.0,123.1,4416,51.2,16.9,23.9,TN_Coffee,Tennessee,Hillary Clinton,1503,0.625,2334,0.05719592493493105
TN,47035,57985,37188,2.7,0.5,0.7,94.9,2.4,17.4,82.3,6571,51.3,28.9,18.3,TN_Cumberland,Tennessee,Hillary Clinton,1312,0.578,2200,0.04643922493355761
TN,47037,668347,47335,9.9,3.4,28.1,56.9,11.7,35.9,1243.3,38947,51.8,11.1,21.5,TN_Davidson,Tennessee,Hillary Clinton,43691,0.653,66311,0.126390350319472
TN,47043,50575,44318,3.1,0.6,4.4,90.1,2.1,14.2,101.4,3865,50.8,15.1,23.4,TN_Dickson,Tennessee,Hillary Clinton,1497,0.6709999999999999,2193,0.056607499396625495
TN,47045,37935,38953,3.1,0.6,14.6,80.3,1.8,18.1,74.8,3083,51.7,16.5,24.1,TN_Dyer,Tennessee,Hillary Clinton,822,0.715,1126,0.03910718233272258
TN,47047,39011,56618,2.5,0.6,27.5,68.4,2.2,21.5,54.5,2956,50.5,18.7,20.9,TN_Fayette,Tennessee,Hillary Clinton,2003,0.841,2365,0.07664213221846955
TN,47051,41402,42904,2.8,0.9,5.2,89.2,1.6,18.4,74.0,4372,51.2,19.0,21.0,TN_Franklin,Tennessee,Hillary Clinton,1590,0.648,2399,0.07334691224480686
TN,47053,49472,38343,2.5,0.3,18.6,77.3,1.0,16.5,82.4,3849,52.3,17.6,24.3,TN_Gibson,Tennessee,Hillary Clinton,1549,0.768,1976,0.05276325660801044
TN,47055,28853,38495,2.1,0.5,10.4,85.0,1.5,14.6,48.3,2246,51.4,18.9,21.0,TN_Giles,Tennessee,Hillary Clinton,915,0.732,1230,0.053961876592259234
TN,47059,68335,35545,2.8,0.5,2.2,93.2,1.9,15.5,110.6,5888,50.9,20.0,20.0,TN_Greene,Tennessee,Hillary Clinton,1079,0.534,1971,0.03605399868295895
TN,47063,63036,39596,10.9,1.0,4.5,82.4,7.0,16.0,388.0,5244,51.3,17.6,23.4,TN_Hamblen,Tennessee,Hillary Clinton,951,0.565,1633,0.033819623483418736
TN,47065,351220,46702,5.1,2.1,19.8,71.5,4.9,27.2,620.3,25822,51.8,16.0,21.2,TN_Hamilton,Tennessee,Hillary Clinton,15598,0.644,24009,0.08674982663764913
TN,47069,25965,30973,1.6,0.7,41.6,55.1,1.0,9.8,40.8,1791,45.6,16.3,20.0,TN_Hardeman,Tennessee,Hillary Clinton,1721,0.877,1946,0.09368380512227999
TN,47073,56735,37357,1.4,0.5,1.5,95.3,0.9,12.7,116.7,5150,50.9,19.2,21.1,TN_Hawkins,Tennessee,Hillary Clinton,906,0.5870000000000001,1493,0.03335275746100402
TN,47075,18185,34542,4.2,0.2,49.9,45.2,1.6,11.4,35.2,1101,53.5,16.1,23.7,TN_Haywood,Tennessee,Hillary Clinton,1197,0.8859999999999999,1340,0.09657549771516065
TN,47079,32204,36950,2.3,0.4,8.2,87.4,1.6,16.0,57.5,3572,51.5,21.6,21.0,TN_Henry,Tennessee,Hillary Clinton,957,0.662,1391,0.05467517990531878
TN,47085,18135,42846,2.0,0.3,2.7,93.2,0.5,12.4,34.9,1525,50.4,19.0,22.0,TN_Humphreys,Tennessee,Hillary Clinton,737,0.677,1069,0.07557280510134108
TN,47089,52677,39745,3.5,0.5,2.4,92.2,1.8,13.6,187.6,4980,50.9,19.1,20.8,TN_Jefferson,Tennessee,Hillary Clinton,735,0.542,1327,0.03180714639225944
TN,47093,448644,47694,3.9,2.2,9.0,83.0,4.7,34.3,850.5,28744,51.4,14.5,21.5,TN_Knox,Tennessee,Hillary Clinton,13137,0.51,25471,0.07232267400870575
TN,47097,27382,32326,2.3,0.6,35.1,60.7,1.0,10.4,58.9,1811,47.7,13.8,23.2,TN_Lauderdale,Tennessee,Hillary Clinton,1035,0.8290000000000001,1229,0.05844205743432425
TN,47099,42274,37368,1.9,0.5,1.8,94.1,1.5,12.0,67.8,3115,51.0,17.5,24.9,TN_Lawrence,Tennessee,Hillary Clinton,1332,0.536,2225,0.07008365373899915
TN,47103,33637,41571,3.1,0.5,7.2,87.2,1.3,15.5,58.5,2382,51.1,18.4,22.5,TN_Lincoln,Tennessee,Hillary Clinton,728,0.6729999999999999,1056,0.04050838794069894
TN,47105,50771,51074,7.9,0.8,1.6,88.6,5.6,25.2,211.8,5244,51.1,24.5,19.8,TN_Loudon,Tennessee,Hillary Clinton,1026,0.605,1664,0.04086610402751664
TN,47107,52626,39410,3.3,0.8,4.1,89.9,2.4,14.3,121.5,4391,51.3,18.7,21.7,TN_McMinn,Tennessee,Hillary Clinton,1027,0.608,1646,0.03994548581792071
TN,47113,98178,41617,3.6,1.1,37.3,56.8,3.1,24.6,176.4,6934,52.8,14.9,23.0,TN_Madison,Tennessee,Hillary Clinton,4351,0.807,5350,0.07076994793183757
TN,47115,28407,41268,1.7,0.5,4.1,92.0,0.8,15.4,56.7,2042,50.9,18.1,21.3,TN_Marion,Tennessee,Hillary Clinton,1046,0.62,1605,0.07179181500846137
TN,47117,31269,42291,5.0,0.6,6.9,86.0,3.2,13.1,81.5,2222,50.9,15.1,23.8,TN_Marshall,Tennessee,Hillary Clinton,838,0.674,1222,0.0512864031687107
TN,47119,85515,45336,5.3,0.8,12.0,80.0,3.5,17.4,132.0,5898,51.6,14.9,23.6,TN_Maury,Tennessee,Hillary Clinton,2366,0.636,3671,0.05618866657299338
TN,47123,45233,37595,3.9,0.5,2.4,91.4,2.2,10.5,70.0,3738,50.5,19.6,21.6,TN_Monroe,Tennessee,Hillary Clinton,1232,0.636,1828,0.051547159221392004
TN,47125,189961,49617,9.6,2.5,19.7,64.9,5.3,23.5,319.6,24920,50.1,8.6,27.2,TN_Montgomery,Tennessee,Hillary Clinton,5555,0.652,8388,0.06065443971119346
TN,47131,30941,39467,3.8,0.4,10.8,83.7,2.3,14.2,58.4,2553,51.6,18.9,22.2,TN_Obion,Tennessee,Hillary Clinton,760,0.653,1105,0.045903767922513446
TN,47133,22028,34604,1.3,0.3,0.7,96.2,0.5,12.6,50.9,1360,50.7,19.4,22.3,TN_Overton,Tennessee,Hillary Clinton,885,0.591,1362,0.0795758013844086
